Tag	Latency Normalized	Power
1011	1.1573870906	91.665676
1012	0.9687621827	83.647133
1013	0.9725756758	83.812039
1014	0.9839584838	84.049748
1015	0.9888268743	84.205844
1016	0.9921827984	84.346354
1017	0.9959178572	84.491817
1018	1.0056802075	84.664137
1019	1.0107087115	84.809647
1020	1.0184540479	84.930972
1021	1.021612989	85.032978
1022	1.2217292488	83.246917
1023	1.2212877788	83.276594
1024	1.2209159383	83.299986
1025	1.220434901	83.333341
1026	1.2201061289	83.35186
1027	1.2196526287	83.376695
1028	1.2190675576	83.40765
1029	1.2188024656	83.429595
1030	1.2183065174	83.452887
1031	1.2178044224	83.459832
1032	1.2151170279	83.460853
1033	1.2122131689	83.459064
1034	1.209791874	83.473277
1035	1.2073889791	83.507749
1036	1.2043829906	83.510007
1037	1.1830034348	83.665654
1038	1.1800466502	83.674857
1039	1.171049833	83.775518
1040	1.1636721906	83.826628
1041	1.1572885866	83.885498
1042	1.1477509342	83.9664
1043	1.1204028819	84.122304
1044	1.1172145681	84.136835
1045	1.1138388819	84.154116
1046	1.1079767679	84.196951
1047	1.0980625693	84.250445
1048	1.0914904088	84.266137
1049	1.0811032388	84.285511
1050	1.0743685522	84.298811
1051	1.0632664351	84.340899
1052	1.0572932219	84.34628
1053	1.0589287215	84.466341
1054	1.059277009	84.545155
1055	1.0555280776	84.651086
1056	1.0512450421	84.740043
1057	1.0482080948	84.794106
1058	1.0429836146	84.83563
1059	1.0532949238	84.895506
1060	1.0899896846	85.214102
1061	1.0846135502	85.330986
1062	1.0873928578	85.508747
1063	1.0719785347	85.655777
1064	1.066654009	85.741616
1065	1.0653674392	85.817578
1066	1.0602521881	85.843588
1067	1.0536383119	85.866319
1068	1.0672357168	85.931271
1069	1.0630721598	85.979444
1070	1.0572236391	86.077666
1071	1.0585385024	86.173764
1072	1.0604400924	86.339059
1073	1.061912461	86.516602
1074	1.058271003	86.63379
1075	1.0557213698	86.695407
1076	1.0583988313	86.786767
1077	1.0686609305	86.991265
1078	1.0617490227	87.237988
1079	1.0639046284	87.380255
1080	1.0602110182	87.552827
1081	1.0594630244	87.70368
1082	1.0611521654	87.815137
1083	1.058211463	87.936801
1084	1.0546812687	88.044524
1085	1.0564032629	88.193719
1086	1.0552718877	88.328319
1087	1.0365062243	88.607969
1088	1.034127411	88.725926
1089	1.0325274987	88.816972
1090	1.031608883	88.89145
1091	1.0233283473	89.025439
1092	1.0267399885	89.084829
1093	1.0325079536	89.170605
1094	1.034182088	89.337877
1095	1.0297817163	89.473175
1096	1.0279795033	89.590392
1097	1.0276527217	89.691727
1098	1.0119674853	89.988289
1099	1.0106391244	90.04249
1100	1.0160457759	90.151676
1101	1.014525254	90.249817
1102	1.0054103645	90.356552
1103	1.0035602974	90.430072
1104	1.0014256128	90.508129
1105	0.999464079	90.56142
1106	0.9959812158	90.599668
1107	0.996458007	90.587186
1108	0.9979451063	90.631198
1109	0.994179864	90.662898
1110	0.9869280151	90.6702
1111	0.9826116228	90.657611
1112	1.1881532213	87.859605
1113	1.1865407127	87.761615
1114	1.1802512106	87.641916
1115	1.1764315469	87.574375
1116	1.1742545856	87.503942
1117	1.1736900934	87.411673
1118	1.1657444818	87.306587
1119	1.1608396547	87.227554
1120	1.1532900241	87.180443
1121	1.150338396	87.149919
1122	0.9532267141	89.911538
1123	0.9547194467	89.903862
1124	0.9563970229	89.885132
1125	0.9593572307	89.868033
1126	0.962357738	89.84592
1127	0.9637911302	89.828276
1128	0.9672722624	89.782354
1129	0.9685085803	89.753016
1130	0.9704588289	89.724903
1131	0.974048072	89.686177
1132	0.9842243598	89.595694
1133	0.9946113614	89.518076
1134	1.2184832331	87.522386
1135	1.2185968852	87.569389
1136	1.2188634352	87.630932
1137	1.2188998961	87.701935
1138	1.2193196938	87.788434
1139	1.2195612131	87.839294
1140	1.21986861	87.924031
1141	1.2197041374	87.962902
1142	1.2196706655	87.982084
1143	1.2196838061	88.013571
1144	1.2197891889	88.056062
1145	1.2197918547	88.069633
1146	1.220053966	88.105365
1147	1.2202767903	88.121215
1148	1.2202482504	88.156707
1149	1.2200833032	88.195681
1150	1.2200407555	88.227536
1151	1.2223862936	88.265115
1152	1.2357430649	88.40508
1153	1.2278979017	88.392065
1154	1.2259958943	88.371899
1155	1.2336377866	88.381578
1156	1.2338509475	88.400444
1157	1.2326388595	88.406787
1158	1.2339581583	88.400238
1159	1.2382671607	88.427524
1160	1.2165152283	88.32195
1161	1.2202301344	88.309666
1162	1.2109570421	88.260714
1163	1.2116921629	88.223009
1164	1.2190074963	88.231842
1165	1.2200152034	88.199714
1166	1.2251372434	88.268868
1167	1.2252660895	88.293838
1168	1.2184025078	88.368026
1169	1.2181315841	88.418819
1170	1.2219203966	88.485392
1171	1.2192296287	88.488731
1172	1.2226175692	88.526344
1173	1.2172543985	88.456271
1174	1.2155543551	88.425611
1175	1.2282338412	88.504173
1176	1.23303517	88.547077
1177	1.2282538928	88.54945
1178	1.2257902593	88.53515
1179	1.2233652362	88.484651
1180	1.2206212362	88.463372
1181	1.21803644	88.41777
1182	1.2154641683	88.370635
1183	1.2212927506	88.397549
1184	1.2207447255	88.394195
1185	1.2252889219	88.377982
1186	1.2348135936	88.368975
1187	1.2291522967	88.325576
1188	1.2301465243	88.344866
1189	1.2308792524	88.351925
1190	1.2363667385	88.369971
1191	1.2479009266	88.498524
1192	1.242124478	88.518441
1193	1.23494156	88.507126
1194	1.2322164216	88.5051
1195	1.2323842862	88.489471
1196	1.2324899764	88.460583
1197	1.2526262091	88.562599
1198	1.2547241672	88.548645
1199	1.2546819896	88.571324
1200	1.2433250283	88.549155
1201	1.2520502323	88.597143
1202	1.2532500298	88.602689
1203	1.2610730092	88.647837
1204	1.2610575702	88.676907
1205	1.2616994366	88.719669
1206	1.2560224313	88.708728
1207	1.2586908671	88.827755
1208	1.253751263	88.785642
1209	1.263806427	88.866267
1210	1.2657643033	88.844483
1211	1.2654526266	88.855241
1212	1.2022535642	91.089979
1213	1.1986831866	91.236218
1214	1.1922757225	91.38757
1215	1.1901154367	91.503478
1216	1.1878032796	91.643067
1217	1.1847415945	91.836182
1218	1.1827497137	92.005098
1219	1.18136817	92.136293
1220	1.1799899081	92.244351
1221	1.180213717	92.375878
1222	1.1759920056	92.509659
1223	1.1736373471	92.638901
1224	1.1760084861	92.869864
1225	1.1759553008	93.069114
1226	1.1775813245	93.314407
1227	1.1795355883	93.506219
1228	1.1771067452	93.660752
1229	1.1774483321	93.821535
1230	1.1810937598	94.041898
1231	1.1783101961	94.213016
1232	1.168899614	94.445454
1233	1.1607121007	94.689874
1234	0.9480699804	98.837364
1235	0.9493267197	98.910647
1236	0.9770262456	99.337799
1237	0.9836184898	99.530291
1238	0.9841137793	99.583083
1239	0.9854005922	99.671169
1240	0.9907062262	99.781849
1241	1.0001899111	100.030596
1242	1.0017038565	100.154284
1243	1.0030773997	100.272397
1244	1.0040668893	100.354545
1245	1.0096493875	100.549691
1246	1.0107531926	100.651727
1247	1.0117416838	100.748283
1248	1.0292272228	101.130167
1249	1.0325482883	101.316096
1250	1.0347221273	101.500424
1251	1.0393074748	101.758984
1252	1.0286923293	101.951895
1253	1.0321359839	102.173533
1254	1.0342624875	102.460631
1255	1.0268616306	102.790273
1256	1.0282310694	103.064649
1257	1.0294286191	103.379122
1258	1.0289703604	103.682821
1259	1.0125126738	104.169994
1260	1.0031760973	104.963648
1261	1.0093918444	105.638744
1262	1.0130224457	106.074576
1263	1.0126122971	106.405464
1264	1.0077230636	106.85604
1265	1.0105651215	107.392791
1266	1.0115407954	107.930765
1267	1.012509342	108.250593
1268	1.0047927358	108.677483
1269	1.0063203628	108.978093
1270	1.0004989572	109.35556
1271	1.006260576	109.745878
1272	0.9992155741	110.190527
1273	1.0002767849	110.458645
1274	1.0039854037	110.811936
1275	0.9965116694	111.348243
1276	0.9902391304	111.655771
1277	0.9883884129	111.990029
1278	0.9876765945	112.268825
1279	0.9870794589	112.462102
1280	0.9860040829	112.651974
1281	0.9841744341	112.820125
1282	0.9830043464	112.994452
1283	0.9745514962	113.215815
1284	0.9721385103	113.305485
1285	0.9596265517	113.64078
1286	0.9452850873	114.061907
1287	0.9421243585	114.19642
1288	0.9358557088	114.377696
1289	0.9327902111	114.521141
1290	0.9249823868	114.783878
1291	0.9109677788	115.089825
1292	0.908315641	115.215016
1293	0.9060826461	115.332542
1294	0.898943034	115.53865
1295	0.8958570308	115.711303
1296	0.8926066618	115.909277
1297	0.8694270856	116.54433
1298	0.8619376315	116.868581
1299	0.8595731467	116.97975
1300	0.8590299619	117.107106
1301	0.8509698308	117.456598
1302	0.8566531881	117.676699
1303	1.0100019228	115.197087
1304	1.0061455791	115.349299
1305	1.0026834315	115.528833
1306	0.9985142524	115.671741
1307	0.9883486868	115.874193
1308	0.9876887072	116.003054
1309	0.9733264352	116.333403
1310	0.9677673394	116.595233
1311	0.9668087312	116.694497
1312	0.9976554266	116.768619
1313	0.997966145	116.683589
1314	0.9984512357	116.614057
1315	0.9989099395	116.534273
1316	1.001129775	116.431196
1317	1.0016345424	116.34018
1318	1.0008917528	116.249722
1319	1.0012257924	116.165431
1320	1.0017980606	116.102333
1321	1.0006866378	115.999635
1322	1.0013885086	115.931466
1323	1.0022137649	115.849165
1324	0.9979070978	115.768096
1325	0.9947304156	115.693981
1326	0.9897778221	115.599865
1327	0.9861265148	115.541535
1328	0.9848951554	115.484209
1329	0.9830523012	115.425951
1330	0.9773544132	115.407274
1331	0.9763007071	115.333386
1332	0.9752728509	115.283869
1333	0.9731165603	115.234754
1334	0.9614659664	115.184636
1335	0.9598715692	115.148551
1336	0.932051395	115.180679
1337	0.9254380002	115.066588
1338	0.9250331191	114.977887
1339	0.9243118392	114.864815
1340	0.9188335026	114.796438
1341	0.9091186303	114.696491
1342	0.9080063231	114.607042
1343	0.9077171274	114.508097
1344	0.9176638359	114.256568
1345	0.913380615	114.143844
1346	0.9205593349	113.853269
1347	1.1088698592	110.932662
1348	1.0926034706	110.829569
1349	1.0909691438	110.778221
1350	1.0903539025	110.714019
1351	1.0849064515	110.646147
1352	1.0837346199	110.636782
1353	1.0779410195	110.568877
1354	1.0733364269	110.440605
1355	1.0692663145	110.346281
1356	1.0654144496	110.202202
1357	1.0612469492	110.040696
1358	1.0585290715	109.90972
1359	1.0567983308	109.788757
1360	1.0475933442	109.443222
1361	1.036024828	108.994886
1362	1.0319572656	108.690444
1363	1.030533771	108.521513
1364	1.0273836263	108.29911
1365	1.0225258613	107.942948
1366	1.0183117918	107.560963
1367	1.0227279991	107.412028
1368	1.0203524604	107.288828
1369	1.0175824683	107.162591
1370	1.0166149619	107.04648
1371	1.0148521927	106.792594
1372	1.0147728089	106.604649
1373	1.0142063261	106.458664
1374	1.0108861913	106.244422
1375	1.0119202946	106.107921
1376	1.0141696402	106.077562
1377	1.0096693085	105.906215
1378	1.0130146209	105.862671
1379	1.0142419002	105.858906
1380	1.0154554004	105.843828
1381	1.0185204793	105.885073
1382	1.018229965	105.909603
1383	1.0190970724	105.929301
1384	1.020603128	105.964786
1385	1.0221247853	105.989955
1386	1.023617631	105.953402
1387	1.0336476426	105.877325
1388	1.0351707902	105.831011
1389	1.055483189	105.940861
1390	1.0596776452	105.983611
1391	1.0704761344	106.127654
1392	1.0745325794	106.190305
1393	1.0761565499	106.210412
1394	1.0806698424	106.258325
1395	1.0900813723	106.371619
1396	1.09620731	106.442155
1397	1.0987706953	106.477981
1398	1.1033953636	106.54707
1399	1.1049197241	106.590789
1400	1.1046976762	106.620466
1401	1.1038333234	106.649491
1402	1.0929318096	106.580233
1403	0.9360606605	107.769758
1404	0.9409276229	107.811223
1405	0.9454112456	107.83184
1406	0.9468397232	107.880446
1407	0.9560460993	108.002203
1408	0.9583694685	108.057006
1409	0.9596336503	108.126364
1410	0.9636372294	108.161841
1411	0.9661875812	108.200502
1412	0.974009253	109.011899
1413	0.9742793104	109.080258
1414	0.9744699827	109.106564
1415	0.974544848	109.164989
1416	0.9741898546	109.210144
1417	0.9741919109	109.241165
1418	0.9743662509	109.278648
1419	0.974486957	109.319435
1420	0.974229558	109.334212
1421	0.9746684483	109.406693
1422	0.9746237617	109.425318
1423	0.9758070595	109.448263
1424	0.9773167232	109.438291
1425	0.9788840836	109.433754
1426	0.9787704286	109.456793
1427	0.9801165791	109.457002
1428	0.9802202579	109.485988
1429	0.9817608871	109.494487
1430	0.9817853054	109.48875
1431	0.9833485896	109.517144
1432	0.9846989275	109.553682
1433	0.9848089526	109.592725
1434	0.9850443992	109.63372
1435	0.9850662317	109.658574
1436	0.9865078203	109.728608
1437	0.9877935877	109.770679
1438	0.9876033558	109.834851
1439	0.9915016739	109.858624
1440	0.996212814	109.886916
1441	0.9999306298	109.941992
1442	1.0033162528	109.966887
1443	1.0055427191	110.0152
1444	1.0009063207	110.174943
1445	1.0019826314	110.193348
1446	0.9980617641	110.350031
1447	0.810285111	113.487421
1448	0.8162550389	113.405379
1449	0.8184981956	113.322425
1450	0.8169431004	113.27455
1451	0.8194637668	113.147925
1452	0.8257860787	112.984646
1453	0.8334781502	112.828475
1454	0.8446393293	112.783907
1455	0.8542131197	112.671995
1456	0.8563121426	112.619246
1457	0.8694115269	112.544499
1458	0.871808165	112.496667
1459	0.8749146229	112.445526
1460	0.880429817	112.389537
1461	0.8845506267	112.347262
1462	0.8851192643	112.352849
1463	0.8861600738	112.29492
1464	0.8882351149	112.271802
1465	0.8920915305	112.213711
1466	0.8931590492	112.204284
1467	0.8880833644	112.154016
1468	0.8888819754	112.004485
1469	0.8993096225	111.76876
1470	0.9014063855	111.638889
1471	0.8987964554	111.521815
1472	0.8967157561	111.471428
1473	0.8989901756	111.446336
1474	0.8997390757	111.395345
1475	0.8945952802	111.252704
1476	0.8936000476	111.173422
1477	0.8934464585	111.079309
1478	0.8875111429	110.957825
1479	0.8906282859	110.835007
1480	0.8960173373	110.746794
1481	0.8957408753	110.659272
1482	0.9003594347	110.579838
1483	0.9047980877	110.511782
1484	0.9056108251	110.471437
1485	0.9064325553	110.416197
1486	0.9095248282	110.426051
1487	0.9018283216	110.535986
1488	0.9031685184	110.547039
1489	1.0700987349	107.789007
1490	1.0660422028	107.732165
1491	1.0552368105	107.587902
1492	1.0512468839	107.512214
1493	1.049724303	107.495633
1494	1.0452526909	107.471664
1495	1.0359408006	107.35628
1496	1.0301193595	107.269548
1497	1.0277757686	107.231989
1498	1.0232591931	107.124757
1499	1.0218166802	107.099867
1500	1.0204383599	107.058667
1501	1.0156936089	106.99056
1502	1.0143410496	106.959546
1503	1.0057690494	106.890302
1504	1.0003318184	106.877248
1505	0.9958093025	106.885192
1506	0.9963706783	106.961487
1507	0.9892227071	106.952921
1508	0.987067077	107.004064
1509	0.9878713275	107.088624
1510	0.9845623899	107.178248
1511	0.9843788914	107.358941
1512	0.9753502971	107.547792
1513	0.9767282688	107.489977
1514	0.9780807618	107.439819
1515	0.979329856	107.401344
1516	0.9779320665	107.383959
1517	0.9779978997	107.336795
1518	0.9793850466	107.282761
1519	0.9795397412	107.271511
1520	0.9801636922	107.281823
1521	0.9798426365	107.24753
1522	0.9795139154	107.230304
1523	0.9780814395	107.22665
1524	0.9766513985	107.253152
1525	0.9752417807	107.269139
1526	0.9754665687	107.313191
1527	0.9742579138	107.339531
1528	0.9743333398	107.328205
1529	0.9728347253	107.359898
1530	0.9750570256	107.353235
1531	0.9737028817	107.389467
1532	0.9720947642	107.407556
1533	0.9719561492	107.421174
1534	0.9720694476	107.424518
1535	0.9721588687	107.423503
1536	0.970421865	107.392193
1537	0.9685668185	107.362585
1538	0.9702980841	107.310905
1539	0.9669983216	107.280566
1540	0.9634538665	107.252248
1541	0.959301475	107.187612
1542	0.9548559998	107.161723
1543	0.9508945759	107.128644
1544	0.9450647263	107.10465
1545	0.9428100832	107.128121
1546	0.9406336696	107.176915
1547	0.9401162775	107.202726
1548	0.9322396919	107.158222
1549	0.9279299611	107.137766
1550	0.9297301435	107.124546
1551	0.9276669836	107.142863
1552	0.922842734	107.182734
1553	0.9167482923	107.211118
1554	0.9078696181	107.143911
1555	0.8996357038	107.162562
1556	0.9031263072	107.192052
1557	0.8966254716	107.170116
1558	0.8999612117	107.207153
1559	0.9040801817	107.231547
1560	0.8996357375	107.193557
1561	0.9028281543	107.270781
1562	0.9028947596	107.27962
1563	0.9017104433	107.296767
1564	0.9060986898	107.342754
1565	0.9029301211	107.371769
1566	0.8985605621	107.378264
1567	0.9009255546	107.429717
1568	0.9020291823	107.461577
1569	0.8936455656	107.548322
1570	0.8923216835	107.56054
1571	0.8914931385	107.620066
1572	0.8896060761	107.632824
1573	0.8857711712	107.615038
1574	0.8839626957	107.625579
1575	0.8820262348	107.609067
1576	0.8824997541	107.579736
1577	0.8857194239	107.600199
1578	0.889179453	107.604999
1579	0.886645184	107.637898
1580	0.8805509519	107.661686
1581	0.8810031278	107.688026
1582	0.8790427313	107.676978
1583	0.8771812803	107.702669
1584	0.878663234	107.707411
1585	0.8799729702	107.73767
1586	0.8785559966	107.752763
1587	0.8803024514	107.79045
1588	0.8795931852	107.820952
1589	0.6952845397	111.232158
1590	0.7009286019	111.20498
1591	0.7034185055	111.215238
1592	0.7051335426	111.18932
1593	0.710729844	111.16503
1594	0.7144504844	111.130895
1595	0.7179970968	111.094768
1596	0.7208168513	111.10727
1597	0.7224828629	111.068208
1598	0.7244726624	111.073071
1599	0.7313358965	111.044956
1600	0.7361751596	110.987379
1601	0.7415704299	111.010681
1602	0.7443719202	110.993144
1603	0.7463099173	110.92288
1604	0.75021428	110.812043
1605	0.7522365403	110.663759
1606	0.7542656788	110.479674
1607	0.7554618475	110.286873
1608	0.7554149798	110.098437
1609	0.947333432	106.606831
1610	0.9450164616	106.400347
1611	0.9410747607	106.110992
1612	0.9165897591	101.971789
1613	0.9162679597	101.781113
1614	0.9158636864	101.614594
1615	0.9143522791	101.46354
1616	0.9143373352	101.305586
1617	0.9140830142	101.11919
1618	0.9127432304	100.998011
1619	0.9127258745	100.844992
1620	0.9121793272	100.703553
1621	0.9121266324	100.602697
1622	0.9122593517	100.508801
1623	0.9136966323	100.403106
1624	0.9149760768	100.295217
1625	0.916280658	100.221079
1626	0.9162705833	100.152656
1627	0.9162983943	100.073644
1628	0.9173116195	100.010902
1629	0.9175765808	99.929287
1630	0.9163281661	99.845725
1631	0.9170472668	99.747045
1632	0.9175917011	99.664901
1633	0.9191285941	99.562808
1634	0.9216186388	99.487868
1635	0.9246151626	99.452026
1636	0.9291113944	99.370423
1637	0.9337569114	99.369665
1638	0.9353408242	99.396577
1639	0.9364944026	99.413141
1640	0.9352473326	99.4082
1641	0.9365083986	99.407408
1642	0.9389263612	99.434838
1643	0.9409041619	99.44194
1644	0.9406359185	99.407111
1645	0.9414137068	99.360309
1646	0.9387284141	99.269315
1647	0.939750335	99.199817
1648	0.9420593095	99.192672
1649	0.9449331915	99.169005
1650	0.9444592257	99.141966
1651	0.9441981268	99.080352
1652	0.9424482213	98.995254
1653	0.9444422779	98.973106
1654	0.9424977786	98.932221
1655	0.9430856458	98.880873
1656	0.9393662198	98.810361
1657	0.936853571	98.693302
1658	0.9329135274	98.569681
1659	0.9313669486	98.428848
1660	0.9311098224	98.415761
1661	0.930380806	98.216656
1662	0.9315449895	98.129398
1663	0.9340220085	98.097255
1664	0.9271621063	97.922138
1665	0.9283575637	97.848953
1666	0.9303448486	97.799823
1667	0.9300563521	97.649746
1668	0.9313173262	97.555571
1669	0.9317030239	97.480387
1670	0.936152635	97.449537
1671	0.9408607841	97.403138
1672	1.0529252897	97.156438
1673	1.0522931375	97.020658
1674	1.0504951575	96.916746
1675	1.0489915782	96.861303
1676	1.2033361894	92.964068
1677	1.1990961213	92.718945
1678	1.1945683574	92.466267
1679	1.1900752485	92.258958
1680	1.1875308665	92.063704
1681	1.1840284625	91.847442
1682	1.1808602045	91.664801
1683	1.177911162	91.501164
1684	1.175253452	91.355564
1685	1.1716705298	91.234909
1686	1.1699090045	91.127566
1687	1.1660821113	91.009284
1688	1.164163158	90.939941
1689	1.1614359142	90.902927
1690	1.1557973955	90.8031
1691	1.1533106407	90.758199
1692	1.1516423091	90.755787
1693	1.1459628659	90.644723
1694	1.1423432516	90.598976
1695	1.1388655276	90.528915
1696	1.1368301027	90.466735
1697	1.1371098647	90.478148
1698	1.1358811558	90.441303
1699	1.1304827708	90.300088
1700	1.127622109	90.223452
1701	1.1644930353	90.801901
1702	1.1638192455	90.753746
1703	1.165492902	90.747965
1704	1.1631999592	90.67608
1705	1.1612618717	90.621481
1706	1.1584665976	90.58326
1707	1.155181944	90.538358
1708	1.1534738812	90.523811
1709	0.9591569011	89.830014
1710	0.9592810764	89.85385
1711	0.95945852	89.887765
1712	1.0032447863	90.009751
1713	1.0057191055	89.932143
1714	1.0078559431	89.876605
1715	1.0135460001	89.779189
1716	1.0170556848	89.726905
1717	1.0195324144	89.686998
1718	1.0229134749	89.621943
1719	1.2015154113	85.507609
1720	1.2036735515	85.405837
1721	1.2057315656	85.291724
1722	1.2077920705	85.175487
1723	1.2076267668	85.082992
1724	1.2082446385	84.98472
1725	1.2085207967	84.894605
1726	1.20977114	84.812198
1727	1.2111111576	84.769768
1728	1.2118662918	84.713469
1729	1.2118135461	84.700084
1730	1.2132468356	84.703035
1731	1.2148094996	84.716812
1732	1.2170628561	84.756864
1733	1.2167991905	84.807114
1734	1.2174518682	84.867183
1735	1.214596228	84.848146
1736	1.2116336214	84.85024
1737	1.2074862335	84.799838
1738	1.2039955797	84.743118
1739	1.2022118895	84.73313
1740	1.204022398	84.788657
1741	1.2053768244	84.849943
1742	1.2036056414	84.834535
1743	1.2042913719	84.851671
1744	1.2049515072	84.887329
1745	1.2051899093	84.932295
1746	1.2064315469	84.985047
1747	1.206627947	85.034122
1748	1.2046973559	85.014342
1749	1.2020190314	84.973369
1750	1.2006952626	84.945862
1751	1.1988492845	84.939725
1752	1.197404506	84.942408
1753	1.1954140927	84.92725
1754	1.1970108246	84.924214
1755	1.1953436583	84.892191
1756	1.1935667943	84.843994
1757	1.1902886137	84.817182
1758	1.1891381741	84.804656
1759	1.1840045134	84.713637
1760	1.1830240194	84.67654
1761	1.1787638039	84.626976
1762	1.1757807968	84.605003
1763	1.1780542628	84.603762
1764	1.1805663433	84.626428
1765	1.1807162471	84.591504
1766	1.1792772681	84.523104
1767	1.1739121503	84.435095
1768	1.1716012641	84.386761
1769	1.1704275674	84.340935
1770	1.1625399968	84.217112
1771	1.1547193548	84.082117
1772	1.0455273126	82.841552
1773	1.0484244081	82.908292
1774	1.0538367429	82.99702
1775	1.0585900013	83.070688
1776	0.9040130949	85.800988
1777	0.9087856053	86.088257
1778	0.9105300639	86.313423
1779	0.915866762	86.530158
1780	0.9206466284	86.713044
1781	0.9226433517	86.899512
1782	0.9270940215	87.119986
1783	0.927952062	87.239104
1784	0.9291264295	87.325418
1785	0.9392854496	87.467339
1786	0.9426180478	87.53693
1787	0.9444933089	87.565326
1788	0.9489209681	87.600877
1789	0.9538353621	87.689505
1790	0.9586638144	87.735687
1791	0.9611574643	87.698218
1792	0.963825965	87.661444
1793	0.9683680166	87.688145
1794	0.9705532918	87.658026
1795	0.9765872564	87.68334
1796	0.9803995259	87.708921
1797	0.9804829957	87.652126
1798	0.9848888908	87.667373
1799	0.9875408554	87.688456
1800	0.9872447566	87.693449
1801	0.9503147343	86.806108
1802	0.949721243	86.800732
1803	0.9483065083	86.752389
1804	0.9465826827	86.70204
1805	0.9546165355	86.76089
1806	0.9566886709	86.776435
1807	0.9602366407	86.756811
1808	0.9636046136	86.762672
1809	0.9677788906	86.807099
1810	0.9724458285	86.84807
1811	0.9773640451	86.855325
1812	0.9857340462	86.857486
1813	0.9845898964	86.970262
1814	0.9818906632	87.083442
1815	0.9768711509	87.23638
1816	0.9738570509	87.332789
1817	0.9710092642	87.451117
1818	0.9682893313	87.571383
1819	0.7921578224	93.4327
1820	0.7924459823	93.632932
1821	0.7929758726	93.855667
1822	0.7913587059	94.06285
1823	0.7906004459	94.197869
1824	0.7909653564	94.32753
1825	0.7916435949	94.42005
1826	0.7927055238	94.458114
1827	0.7916327323	94.516082
1828	0.7903076668	94.575348
1829	0.7904467658	94.540533
1830	0.7884777642	94.515939
1831	0.7866479361	94.445414
1832	0.7863918817	94.312221
1833	0.7856458574	94.17136
1834	1.0029518126	90.104944
1835	1.0036177073	90.049722
1836	1.0035439737	90.005313
1837	1.0034747403	89.954534
1838	1.0032310309	89.900464
1839	1.0021899102	89.856312
1840	1.0003997431	89.780886
1841	0.9981451137	89.71303
1842	0.9979805448	89.66717
1843	0.9957203524	89.600827
1844	0.996043425	89.557292
1845	0.9962140132	89.508702
1846	0.9966369317	89.471296
1847	0.994257706	89.382695
1848	0.9944639023	89.365628
1849	0.995074093	89.371988
1850	0.9971682499	89.383615
1851	1.000365717	89.417268
1852	1.0016572837	89.432679
1853	1.0021024945	89.451021
1854	1.0030107457	89.470354
1855	1.0047551292	89.504492
1856	1.0067989553	89.563024
1857	1.0074959377	89.592396
1858	1.0075928418	89.591062
1859	1.0077247561	89.63568
1860	1.0096501095	89.652579
1861	1.0082354774	89.647978
1862	1.0126870275	89.655829
1863	1.0113216191	89.645317
1864	1.0104251456	89.623081
1865	1.0086415364	89.580811
1866	1.0096851949	89.596315
1867	1.0121698666	89.637117
1868	1.0119561779	89.661924
1869	1.0117810521	89.680916
1870	1.0136458696	89.679599
1871	1.0162877903	89.701367
1872	1.0171450392	89.730092
1873	1.0156539356	89.744557
1874	1.0140925484	89.732713
1875	1.0116705898	89.68983
1876	1.0101876158	89.670973
1877	1.0062510833	89.627732
1878	1.0079689606	89.656003
1879	1.0059929937	89.642177
1880	1.0025301354	89.611821
1881	1.000901896	89.554117
1882	0.9998373598	89.504454
1883	1.0003304842	89.451555
1884	1.0001273912	89.441887
1885	0.9944964566	89.344981
1886	0.9953354434	89.292353
1887	1.0005196866	89.284116
1888	1.0005141392	89.28325
1889	1.0002558154	89.253228
1890	0.9985463246	89.235646
1891	0.9988018539	89.291174
1892	0.9988405542	89.299213
1893	1.0001483137	89.318907
1894	1.0024579852	89.364265
1895	1.0006728691	89.379385
1896	0.9963372153	89.295509
1897	1.0001348932	89.323613
1898	1.0005607726	89.331597
1899	0.9989195436	89.305734
1900	0.9997738012	89.296178
1901	1.0045353095	89.317336
1902	1.0054957044	89.308129
1903	1.0078239473	89.29558
1904	1.0107817563	89.324966
1905	1.0020749632	89.269154
1906	1.0002531057	89.222291
1907	1.0011106906	89.255533
1908	1.0000510859	89.233516
1909	1.0069096659	89.300478
1910	1.0038568599	89.25822
1911	1.0014544039	89.261019
1912	1.0113701178	89.295477
1913	1.0095260137	89.321342
1914	1.0095893743	89.319068
1915	1.0097971784	89.309288
1916	1.0104531377	89.296032
1917	1.0105424845	89.276581
1918	1.0104267622	89.289824
1919	1.0086393321	89.284672
1920	1.008835041	89.295032
1921	1.0071336113	89.281626
1922	1.0100880439	89.269558
1923	1.0130198375	89.277839
1924	1.0124641081	89.273778
1925	1.0123668627	89.265882
1926	1.0107694537	89.294971
1927	1.0130708084	89.279779
1928	1.0150779252	89.270341
1929	1.017689047	89.291075
1930	1.0198036954	89.296146
1931	1.0228687454	89.342179
1932	1.0231046879	89.362463
1933	1.2409961849	86.937874
1934	1.0204180117	89.275309
1935	1.0196617119	89.269548
1936	1.0185126558	89.231831
1937	1.0183783776	89.248992
1938	1.0186397925	89.249519
1939	1.0189224513	89.229948
1940	1.0190027453	89.208222
1941	1.0191894692	89.19372
1942	1.0193222297	89.198869
1943	1.0192929216	89.202901
1944	1.0180692012	89.180802
1945	1.0168443659	89.169926
1946	1.0171523675	89.136114
1947	1.017328021	89.133686
1948	1.0191521622	89.130116
