1	0.5887396873
2	0.5774606472
3	0.5653854512
4	0.561805934
5	0.5609181876
6	0.5583519683
7	0.5581620663
8	0.5566627774
9	0.5554641151
10	0.5548349596
11	0.5538141985
12	0.5527998403
13	0.5522812705
14	0.5529564581
15	0.5541369972
16	0.5536278945
17	0.5534670267
18	0.5536483826
19	0.5522300247
20	0.6052588553
21	0.6290229535
22	0.6499896985
23	0.6718931704
24	0.6948119761
25	0.7210708965
26	0.7438780064
27	0.7722398471
28	0.7956837923
29	0.8187184901
30	0.8433851527
31	0.8661603352
32	0.8905358073
33	0.9144838479
34	0.9376078712
35	0.9605050437
36	0.9836318483
37	1.0181561353
38	1.0479805484
39	1.0726513839
40	1.0523954459
41	1.0508987604
42	1.0518458996
43	1.0530014421
44	1.0528247913
45	1.0499143077
46	1.0513598994
47	1.046182631
48	1.0470256412
49	1.0484008025
50	1.0479539595
51	1.1002071574
52	1.0923149891
53	1.0831463006
54	1.0750753401
55	1.0677099504
56	1.0595896488
57	1.0382593091
58	1.0223697185
59	1.0148665938
60	1.0543632465
61	1.0525513984
62	1.0601172992
63	1.0599095758
64	1.0580152942
65	1.0557892956
66	1.0555079111
67	1.0546428501
68	1.0727634259
69	1.1199980665
70	1.1159580235
71	1.058281365
72	1.0592235585
73	1.0614883911
74	1.0629880566
75	1.0636453168
76	1.065784571
77	1.0696575041
78	1.0727899257
79	1.0743738097
80	1.0476290776
81	1.0673990897
82	1.0534323042
83	1.0472383017
84	1.0458775566
85	1.0409256349
86	1.0346594582
87	1.0299515326
88	1.0039278678
89	0.9482547372
90	0.9544076933
91	0.9573413723
92	0.9554575737
93	0.9535209955
94	0.9499151013
95	0.947435647
96	0.9452642262
97	0.9431297712
98	0.9408298491
99	0.948259943
100	0.9924588796
101	0.9773907653
102	0.9846477863
103	0.9917377804
104	0.9966366137
105	1.006852559
106	1.0135292823
107	1.0673454235
108	1.0681535364
109	1.069355439
110	1.0657914462
111	1.0657661877
112	1.0674589085
113	1.0689149135
114	1.0709608816
115	1.0757617986
116	1.0892026907
117	1.0900753658
118	1.0920605617
119	1.0851904488
120	1.0110597969
121	1.0017245479
122	0.9949516676
123	0.9880635424
124	0.9916526335
125	0.9830755778
126	0.9730974409
127	0.9173722788
128	0.9137515887
129	0.9112954593
130	0.9148391851
131	0.9119005664
132	0.9089592405
133	0.9048592849
134	0.9036524562
135	0.9484923714
136	0.9332598841
137	0.9419990136
138	0.9425237835
139	0.937173261
140	0.9963724178
141	1.0029154488
142	1.0108639948
143	1.0199812994
144	1.0178947232
145	1.0727900771
146	1.0760847111
147	1.0795678433
148	1.0834016874
149	1.0854649389
150	1.0757247979
151	1.0773334014
152	1.0840216633
153	1.0887208662
154	1.0921071691
155	1.0444085253
156	1.0498277247
157	1.0428012275
158	1.0425666234
159	1.0456024369
160	0.9866694467
161	0.9779022401
162	0.969512283
163	0.9603921635
164	0.9488993953
165	0.8936205838
166	0.8984191724
167	0.895852439
168	0.8917561718
169	0.8893731031
170	0.8881935009
171	0.8837171282
172	0.8814178673
173	0.880058862
174	0.8787425472
175	0.881201718
176	0.8838937006
177	0.8838658431
178	0.8903045251
179	0.8912226414
180	0.9699730794
181	0.9807644982
182	0.9886249593
183	0.9962867345
184	1.0069811619
185	1.0141834895
186	1.0164958552
187	1.0245958273
188	1.0376976439
189	1.0475469139
190	1.0610963946
191	1.071732464
192	1.0774862925
193	1.0854557922
194	1.0929122055
195	1.1141739492
196	1.1753590915
197	1.1738015525
198	1.1653535483
199	1.1640782009
200	1.0864088113
201	1.0758554537
202	1.0765477889
203	1.0673638613
204	1.067204238
205	1.0571677364
206	1.0464734739
207	1.0366697367
208	1.0241477878
209	1.0158117786
210	1.003250002
211	0.9952733682
212	0.9876205661
213	0.9803970892
214	0.9735020429
215	0.9958338766
216	0.926828138
217	0.9246862515
218	0.9231362729
219	0.9218368473
220	0.9905102601
221	1.0084247251
222	1.0105215235
223	1.0221502652
224	1.0223954375
225	1.0331464652
226	1.0486700174
227	1.0584011847
228	1.1148353784
229	1.1158887136
230	1.1156728102
231	1.1156362885
232	1.1170115121
233	1.1183820661
234	1.1167402001
235	1.0700780002
236	1.0711510688
237	1.071750298
238	1.0710229114
239	1.071329846
240	0.9987535293
241	0.9899873203
242	0.9777973109
243	0.9639328053
244	0.953837048
245	0.9419681905
246	0.9288231798
247	0.9204222316
248	0.865767036
249	0.8639801885
250	0.8634979096
251	0.8620258447
252	0.8598654627
253	0.857904683
254	0.8693947205
255	0.8673043712
256	0.8693246114
257	0.8695866088
258	0.8711290635
259	0.8712145441
260	0.9331460984
