1,1.28435,3.38511
2,1.33476,5.56843
3,1.30223,6.39417
4,1.27898,6.79884
5,1.28402,7.02161
6,1.31171,7.16276
7,1.32469,7.35244
8,1.30277,7.52331
9,1.29769,7.64419
10,1.32143,7.72222
11,1.33676,7.79102
12,1.34076,7.84451
13,1.34682,7.8845
14,1.34988,7.92001
15,1.34891,7.95212
16,1.34119,7.9823
17,1.33291,8.03555
18,1.32741,8.11788
19,1.33057,8.18366
20,1.32568,8.24999
21,1.32132,8.30955
22,1.32481,8.34307
23,1.31973,8.3406
24,1.31929,8.33857
25,1.31583,8.3366
26,1.32525,8.3352
27,1.32151,8.33395
28,1.32957,8.33894
29,1.33138,8.34441
30,1.33046,8.34988
31,1.33235,8.35468
32,1.33438,8.35916
33,1.33023,8.37931
34,1.33186,8.40446
35,1.33113,8.42975
36,1.33299,8.45204
37,1.33035,8.47582
38,1.32775,8.49287
39,1.32751,8.5012
40,1.32517,8.50964
41,1.32467,8.51726
42,1.33008,8.5232
43,1.33339,8.52891
44,1.33489,8.5282
45,1.33077,8.52746
46,1.33199,8.52689
47,1.32861,8.52625
48,1.3273,8.52568
49,1.32873,8.53532
50,1.2767,8.56384
51,1.263,8.66469
52,1.24805,8.60344
53,1.23578,8.54442
54,1.22359,8.48547
55,1.21128,8.37237
56,1.19735,8.25592
57,1.18239,8.12434
58,1.17663,8.01139
59,1.16474,7.88618
60,1.14802,7.76402
61,1.13303,7.64676
62,1.11901,7.53145
63,1.10664,7.42572
64,1.09488,7.32161
65,1.0835,7.21413
66,1.07366,7.1069
67,1.06499,6.99586
68,1.05602,6.87577
69,1.04779,6.76898
70,1.04003,6.65467
71,1.03154,6.53994
72,1.02124,6.43769
73,1.01334,6.34467
74,1.00367,6.25467
75,0.99455,6.16957
76,0.985798,6.10168
77,0.979854,6.02429
78,0.972116,5.95691
79,0.966258,5.88587
80,0.96434,5.81854
81,0.958356,5.74884
82,0.952531,5.68297
83,0.950781,5.60834
84,0.94717,5.53675
85,0.943111,5.46096
86,0.940248,5.39736
87,0.936246,5.33138
88,0.93228,5.26869
89,0.927531,5.21378
90,0.923552,5.15964
91,0.919842,5.11081
92,0.91557,5.07153
93,0.911358,5.02995
94,0.906829,4.98831
95,0.904816,4.93581
96,0.901527,4.89206
97,0.899113,4.84099
98,0.895187,4.79384
99,0.889563,4.74554
100,0.909205,4.5742
101,0.914397,4.49535
102,0.917943,4.47022
103,0.921438,4.44602
104,0.924573,4.42153
105,0.929024,4.44031
106,0.931869,4.46397
107,0.934821,4.48796
108,0.937311,4.50814
109,0.941311,4.53034
110,0.946195,4.55187
111,0.949884,4.57222
112,0.954273,4.59208
113,0.959394,4.61065
114,0.962341,4.63226
115,0.965964,4.65881
116,0.971758,4.68468
117,0.9759,4.71093
118,0.981856,4.73621
119,0.983997,4.75872
120,0.986509,4.78277
121,0.992204,4.80728
122,0.995195,4.83486
123,0.999561,4.86583
124,1.00591,4.89641
125,1.00754,4.92333
126,1.00929,4.94323
127,1.0151,4.96166
128,1.01592,4.97883
129,1.01819,4.99596
130,1.01591,5.012
131,1.01966,5.03351
132,1.02158,5.05266
133,1.02285,5.06872
134,1.02281,5.08496
135,1.02339,5.11286
136,1.02152,5.13344
137,1.02267,5.14915
138,1.02597,5.16363
139,1.02738,5.1806
140,1.02858,5.19442
141,1.02895,5.2056
142,1.02802,5.21641
143,1.029,5.22219
144,1.02914,5.22789
145,1.03245,5.2352
146,1.03614,5.24198
147,1.03653,5.25032
148,1.03764,5.26069
149,1.0394,5.2713
150,1.02889,5.28555
151,1.01823,5.30184
152,1.01293,5.31703
153,1.00821,5.33061
154,1.00839,5.3153
155,1.00616,5.28168
156,1.00745,5.2529
157,1.01048,5.22615
158,1.00801,5.20673
159,1.00957,5.19974
160,1.00856,5.19261
161,1.00967,5.18754
162,1.01047,5.18943
163,1.00821,5.19691
164,1.00849,5.20292
165,1.01058,5.20672
166,1.00838,5.20578
167,1.00741,5.20111
168,1.00702,5.19851
169,1.00595,5.19746
170,1.00598,5.19711
171,1.00529,5.19683
172,1.00564,5.19429
173,1.00462,5.18807
174,1.00448,5.18588
175,1.00755,5.18503
176,1.00644,5.18718
177,1.00245,5.19106
178,1.00368,5.19446
179,1.00152,5.19723
180,1.00263,5.1987
181,0.999196,5.19715
182,0.997382,5.19574
183,0.996957,5.19455
184,0.995711,5.19325
185,0.994345,5.18173
186,0.993237,5.17136
187,0.991385,5.16151
188,0.989598,5.15272
189,0.990447,5.14148
190,0.989446,5.1296
191,0.988151,5.11785
192,0.988231,5.10646
193,0.985014,5.10029
194,0.98399,5.09248
195,0.981889,5.08537
196,0.978597,5.07887
197,0.977317,5.0704
198,0.977037,5.05931
199,0.976138,5.04794
200,0.98574,5.03034
201,0.9953,5.01033
202,0.999389,4.99594
203,1.00326,4.9826
204,1.00066,5.00008
205,1.00067,5.0336
206,1.00091,5.05651
207,0.99911,5.07862
208,0.999235,5.09244
209,0.998987,5.09533
210,0.998989,5.10597
211,1.00013,5.11596
212,0.999315,5.11923
213,0.999299,5.11582
214,0.999258,5.1096
215,0.99724,5.10383
216,1.00038,5.10263
217,1.00035,5.105
218,0.998755,5.10715
219,0.998748,5.1097
220,1.0009,5.11198
221,0.999139,5.11466
222,0.999012,5.12189
223,0.998894,5.12912
224,0.999077,5.13216
225,1.00217,5.13327
226,1.00462,5.13442
227,1.00437,5.13601
228,1.00446,5.13841
229,1.00759,5.14092
230,1.00626,5.1462
231,1.00725,5.15166
232,1.00971,5.15654
233,1.00668,5.16204
234,1.0065,5.16837
235,1.00652,5.17511
236,1.00627,5.18025
237,1.01015,5.1838
238,1.00845,5.18401
239,1.00621,5.18365
240,1.01094,5.18307
241,1.01094,5.18289
242,1.0087,5.17832
243,1.00872,5.17265
244,1.00866,5.17048
245,1.00654,5.16874
246,1.0041,5.17187
247,1.00415,5.17546
248,1.00326,5.17987
249,1.00539,5.18371
250,0.923203,5.14344
251,0.886569,5.07563
252,0.85365,4.86976
253,0.823125,4.65857
254,0.796225,4.45789
255,0.769522,4.27348
256,0.743418,4.10872
257,0.719651,3.95136
258,0.697609,3.80451
259,0.675689,3.66481
260,0.655347,3.52549
261,0.635868,3.39828
262,0.616763,3.26906
263,0.600332,3.15461
264,0.584402,3.04445
265,0.569645,2.94327
266,0.554361,2.84939
267,0.541921,2.76167
268,0.528639,2.6761
269,0.517214,2.59381
270,0.503845,2.51287
271,0.492848,2.43497
272,0.482844,2.35983
273,0.473039,2.28749
274,0.462787,2.22071
275,0.452845,2.1582
276,0.443122,2.09561
277,0.434497,2.03236
278,0.426194,1.97621
279,0.417391,1.92209
280,0.409864,1.86673
281,0.402574,1.81415
282,0.395049,1.76441
283,0.389325,1.71538
284,0.384171,1.66968
285,0.379699,1.6255
286,0.375149,1.5841
287,0.370318,1.54929
288,0.366092,1.51197
289,0.361877,1.4762
290,0.356882,1.44733
291,0.352858,1.413
292,0.348445,1.38093
293,0.344681,1.35043
294,0.341049,1.3218
295,0.33721,1.29284
296,0.333501,1.26232
297,0.329931,1.23255
298,0.326437,1.20307
299,0.322891,1.17748
300,0.32472,1.04774
301,0.322627,0.987346
302,0.320535,0.97355
303,0.318714,0.967462
304,0.31694,0.96212
305,0.314867,0.956448
306,0.312806,0.950998
307,0.310811,0.945672
308,0.309229,0.94006
309,0.307452,0.935398
310,0.306103,0.930786
311,0.30544,0.92725
312,0.305133,0.925176
313,0.304445,0.922824
314,0.303426,0.921864
315,0.302755,0.920242
316,0.302261,0.918456
317,0.301273,0.91539
318,0.300707,0.911986
319,0.29963,0.91008
320,0.299377,0.907116
321,0.298647,0.904962
322,0.297608,0.903258
323,0.296622,0.901394
324,0.295745,0.89896
325,0.294858,0.896504
326,0.294138,0.894482
327,0.293507,0.892378
328,0.292714,0.890444
329,0.292337,0.8888
330,0.291778,0.887548
331,0.291106,0.885474
332,0.290375,0.8836
333,0.289059,0.882462
334,0.287663,0.8809
335,0.285891,0.87905
336,0.284321,0.875502
337,0.282441,0.872716
338,0.280848,0.868832
339,0.279294,0.864812
340,0.277714,0.860464
341,0.275918,0.856198
342,0.274642,0.851298
343,0.273044,0.846346
344,0.271526,0.841052
345,0.270174,0.836536
346,0.268707,0.832374
347,0.267299,0.828306
348,0.265958,0.82412
349,0.264208,0.82009
350,0.265593,0.81337
351,0.266953,0.81013
352,0.268445,0.81196
353,0.26947,0.814546
354,0.27078,0.816994
355,0.272243,0.819616
356,0.273582,0.822076
357,0.27484,0.825004
358,0.276096,0.828522
