ID	Application	10.00%	30.00%	50.00%	70.00%	90.00%
1	blackscholes	1.387894	1.330122	1.249022	1.18496	1.083332
2	bodytrack	1.264651	1.270769	1.221594	1.169315	1.088351
3	facesim	1.20293	1.194401	1.171349	1.121487	1.065005
4	ferret	1.317666	1.268525	1.20139	1.141795	1.054883
5	fluidanimate	1.327214	1.274709	1.165629	1.106335	0.983322
6	freqmine	1.350824	1.360576	1.357899	1.347369	1.360578
7	raytrace	1.356575	1.320143	1.231503	1.1645	1.06703
8	swaptions	1.386778	1.35573	1.280476	1.198234	1.105185
9	vips	1.351471	1.282262	1.231555	1.154564	1.048675
10	x264	1.386965	1.34602	1.259862	1.223951	1.089723
11	canneal	1.48265	1.404326	1.282341	1.04201	0.955563
12	dedup	1.225857	1.239507	1.205713	1.192378	1.117938
13	streamcluster	0.344454	0.361176	0.373509	0.361207	0.347366
14	stream	1.326277	1.336461	1.162753	1.059106	0.890504
15	swish	1.403759	1.368199	1.293194	1.167086	1.06734
16	hop	1.323189	1.233512	1.288815	1.235094	1.183145
17	kmeans	1.708087	1.636343	1.4311	1.429081	1.283274
18	kmeans_fuzzy	1.650248	1.579077	1.496049	1.35707	1.180569
19	scalparc	1.529917	1.465279	1.310053	1.217116	1.088469
20	svmrfe	1.43531	1.395448	1.367452	1.251066	1.090107
21	Average	1.3381358	1.30112925	1.2290629	1.1561862	1.05751795
