ID	Application	10.00%	30.00%	50.00%	70.00%	90.00%
1	blackscholes	0.9439524847	1.3956356161	1.6374691825	2.1129550389	3.3147649241
2	bodytrack	0.0020457605	1.3879657422	2.4884048859	3.2644001032	4.2773635325
3	facesim	0	0	1.5930993544	4.164001666	7.8866938054
4	ferret	3.4531605832	5.1565253943	6.0090595094	7.2060039339	9.0454349189
5	fluidanimate	4.8201088674	6.0154296558	7.4148027445	8.1524139209	10.2725324105
6	freqmine	8.3775361816	10.5329051223	12.3599373585	13.8762959968	15.2396138472
7	raytrace	6.5752536615	6.7495673841	7.3067191746	8.0607473034	9.0872852971
8	swaptions	2.627169595	2.5195610178	2.6989583611	3.1038959653	3.5935637516
9	vips	2.7869408765	2.6354212151	3.0520696942	3.586833538	4.7793642957
10	x264	6.9253033467	10.7286198092	10.2235908374	11.971856518	13.4363951694
11	canneal	4.5291428294	6.3215637959	11.7847978106	13.0840935658	9.555818265
12	dedup	3.6777731306	4.2583510665	10.0417066498	7.3033687107	7.5609328274
13	streamcluster	19.288485828	32.3443540127	31.1887894923	41.7448101335	45.0939976206
14	stream	2.3134534908	1.7747387346	2.2243340173	2.3614024291	1.9608384215
15	swish	0.3992024521	0.4430519891	0.4752842492	0.587980548	0.9451740404
16	hop	0.0096013304	3.1707001078	2.1978538239	1.0462819071	4.158142143
17	kmeans	0.51804156	0.4838577037	0.6683886924	1.6631585536	3.509064575
18	kmeans_fuzzy	1.0697199958	1.1053501737	1.7819994946	2.7997385022	4.1683545189
19	scalparc	0.6033795177	1.3360975019	1.9783357304	3.1884450588	4.9123234223
20	svmrfe	3.2644711452	4.2559428441	5.2761297032	4.2550284227	6.7216811778
21	Average	3.6092371318	5.1307819443	6.1200865383	7.1766855908	8.4759669482
