Time	EXEC_CV	DRAM_CV
204	0.070618296	0.0149627656
205	0.0856390831	0.0136384553
206	0.0572771343	0.0142368356
207	0.0683019685	0.0173092436
208	0.0664898265	0.0111124874
209	0.0604760666	0.010618142
210	0.0634160169	0.0083001187
211	0.0653368422	0.008704575
212	0.0477733741	0.002514723
213	0.0488698334	0.0018477474
214	0.0363406586	0.004238736
215	0.0315263538	0.0047731139
216	0.0384425341	0.0047668169
217	0.0321174674	0.0045514577
218	0.034600665	0.0018339764
219	0.045052307	0.0228404722
220	0.1270139116	0.0599596105
221	0.127447007	0.1032927658
222	0.4688477337	0.1048983087
223	0.6981468526	0.105533152
224	0.9011715819	0.0963064216
225	1.1304992351	0.0978218673
226	0.0086249639	0.0012107042
227	0.0059002823	0.0012101692
228	0.0070422535	0.0018477474
229	0.0062810898	0.0019761979
230	0.0038409717	0.0019761979
231	0.0135749225	0.0022075055
232	0.0135749225	0.0022075055
233	0.0144605588	0.0018477474
234	0.0164000551	0.0015609421
235	0.0164000551	0.0009867908
236	0.0049796252	0.0009876625
237	0.0038680972	0.0009876625
238	0.0038735683	0.0012101692
239	0.0038680972	0.0018477474
240	0.0038735683	0.0018477474
241	0.0031672351	0.0015609421
242	0.0050149417	0.0015609421
243	0.0050149417	0.0012080339
244	0.0031762329	0.0012080339
245	0.0031762329	0.0012080339
246	0.0031762329	0.0012080339
247	0.0031762329	0.0012075012
248	0.0031762329	0.0012075012
249	0.0038956085	0.0012075012
250	0.0087481777	0.0012075012
251	0.0096243959	0.0009854861
252	0.0118383838	0.0012075012
253	0.0159453437	0.0075025774
254	0.0253701094	0.0072497461
255	0.0325029736	0.007856742
256	0.0657421215	0.0064221401
257	0.083747233	0.0048521673
258	0.1148589215	0.0062189318
259	0.1243950231	0.0066401987
260	0.1128725403	0.0317037667
261	0.724625877	0.0439832337
262	0.7732624377	0.0396361026
263	0.6392782059	0.0493584273
264	0.4345538403	0.0564144977
265	0.2908667895	0.0724976742
266	0.4447529192	0.0508996476
267	0.4536300122	0.0408346882
268	0.4570582219	0.0399399629
269	0.4135077685	0.0470966129
270	0.6398555351	0.0901584411
271	0.647325227	0.0888954786
272	0.6564243435	0.0922637477
273	0.6761897494	0.0949464563
274	0.6753090523	0.0911966291
275	0.404989982	0.039275719
276	0.0343261314	0.0108115837
277	0.1313575501	0.0240630974
278	0.5499950945	0.0928341832
279	0.612247505	0.0889826445
280	0.6022586532	0.0831977724
281	0.6054577602	0.0831977724
282	0.6038371186	0.0872494496
283	0.2450680673	0.0133676915
284	0.3287393576	0.0446528804
285	0.5427098834	0.0651385992
286	0.7162624001	0.07151057
287	0.817513237	0.0630404467
288	0.2353604327	0.0121352848
289	0.0073421254	0.0012930183
290	0.010151105	0.0035734569
291	0.010151105	0.0035717736
292	0.0089681871	0.0030693043
293	0.0089681871	0.0028817526
294	0.0089681871	0.0025763055
295	0.0149071198	0.0016637807
296	0.0149071198	0.0019676859
297	0.0159376988	0.0028817526
298	0.0159376988	0.0030693043
299	0.0159376988	0.0031597758
300	0.0036858853	0.0025823789
301	0.0036858853	0.0010552468
302	0.0030054677	0.0010552468
303	0.0030054677	0.0072196736
304	0.0030054677	0.0069862062
305	0.0029974102	0.0069862062
306	0.0029974102	0.0069862062
307	0.0029974102	0.0072196736
308	0.0029974102	0.0016677047
309	0.0029974102	0.0010542518
310	0	0.0016677047
311	0	0.001974186
312	0	0.001974186
313	0	0.0012930183
314	0.0149071198	0.0012930183
315	0.0144337439	0.0010552468
316	0.0144337439	0.0010552468
317	0.0144337439	0.0016677047
318	0.0144337439	0.0016677047
319	0.0029974102	0.0016677047
320	0	0.0026916323
321	0	0.0026916323
322	0.0178647242	0.0021124875
323	0.0178647242	0.0019769849
324	0.0217063101	0.0019769849
325	0.0206497043	0.001974186
326	0.0206497043	0.0016677047
327	0.0173383043	0.0019723244
328	0.0173383043	0.0012899731
329	0.0029974102	0.0012899731
330	0.0266904666	0.0019723244
331	0.0266904666	0.0023584906
332	0.0266904666	0.0021114901
333	0.0266904666	0.0012936291
334	0.0266904666	0.0012936291
335	0	0.0012936291
336	0.0296167944	0.0012936291
337	0.03579886	0.0012936291
338	0.03579886	0.0016716472
339	0.03579886	0.0010577427
340	0.03579886	0.0025884809
341	0.0296167944	0.0026929037
342	0	0.0026916323
343	0.011941618	0.0016677047
344	0.011941618	0.0016677047
345	0.0165118032	0.0010552468
346	0.0165118032	0.0010552468
347	0.0165118032	0.0012930183
348	0.0149071198	0.0012936291
349	0.0149071198	0.0012930183
350	0	0.001974186
351	0.0030054677	0.001974186
352	0.0036858853	0.0016677047
353	0.0036858853	0.0087904286
354	0.0036858853	0.0087904286
355	0.0036858853	0.0082729745
356	0.0030054677	0.0079341871
357	0	0.0074287973
358	0.0030054677	0.0023640662
359	0.0030054677	0.0023640662
360	0.0030054677	0.0025884809
361	0.0030054677	0.0021114901
362	0.0030054677	0.0010552468
363	0	0.0010552468
364	0.0029974102	0.0010552468
365	0.0029974102	0.0012930183
366	0.0029974102	0.0012936291
367	0.0029974102	0.0012936291
368	0.0029974102	0.0021114901
369	0	0.0021114901
370	0.0030054677	0.001974186
371	0.0030054677	0.0016677047
372	0.0030054677	0.0010542518
373	0.0929712448	0.0010552468
374	0.0998166183	0.0012930183
375	0.0985353022	0.0012930183
376	0.0998166183	0.0012936291
377	0.0998166183	0.0010567429
378	0.0734749185	0.0012936291
379	0.0030054677	0.001974186
380	0.0030054677	0.001974186
381	0	0.001974186
382	0.0030054677	0.001974186
383	0.0036858853	0.001974186
384	0.0036858853	0.001974186
385	0.0036858853	0.001974186
386	0.0036858853	0.001974186
387	0.0036858853	0.0016677047
388	0.0036858853	0.001974186
389	0.0036858853	0.0012930183
390	0.0036858853	0.0019769849
391	0.0036858853	0.0030838233
392	0.0030054677	0.0030838233
393	0	0.0033432945
394	0	0.0030838233
395	0.0030054677	0.0030838233
396	0.0030054677	0.0019769849
397	0.0036858853	0.0016716472
398	0.0036908528	0.0010577427
399	0.0036908528	0.0010577427
400	0.0036858853	0.0010567429
401	0.0056227152	0.0012936291
402	0.0056227152	0.0012936291
403	0.0047456831	0.0069862062
404	0.0076316963	0.0069087108
405	0.0087388772	0.0069087108
406	0.0087623688	0.0065786804
407	0.0146285313	0.0073767937
408	0.0188511371	0.0026916323
409	0.0140561739	0.0016677047
410	0.011945178	0.0026916323
411	0.0031013425	0.0026916323
412	0.0031099694	0.0023640662
413	0.0038142239	0.0021164865
414	0.0038142239	0.0010592458
415	0.0085646495	0.0012966917
416	0.014084507	0.0012966917
417	0.0161497936	0.001296078
418	0.0156046313	0.001296078
419	0.0064162639	0.001296078
420	0	0.0019816675
421	0	0.0016756085
422	0.0410577453	0.0010602503
423	0.0493785939	0.0012991522
424	0.0559186058	0.0019835468
425	0.0647205365	0.0016756085
426	0.0746968754	0.0027044009
427	0.0710418559	0.0027056844
428	0.0273944009	0.0027056844
429	0.0235493026	0.0019882605
430	0.0152771071	0.0013028605
431	0.0043264025	0.0019910995
432	0.0043332481	0.0019929967
433	0.0035436893	0.0013053445
434	0.0056119586	0.0013053445
435	0.0104140614	0.0019929967
436	0.0306445225	0.0019929967
437	0.035657045	0.0019929967
438	0.0300759969	0.0019929967
439	0.031884773	0.0019929967
440	0.0380679348	0.0019929967
441	0.0635182969	0.0019929967
442	0.0892552228	0.0016835876
443	0.0804971966	0.0019910995
444	0.069838462	0.0021275623
445	0.0459393741	0.0021275623
446	0.0282701192	0.0016795886
447	0.0360739335	0.0010617607
448	0.0473776666	0.0010617607
449	0.0539759961	0.0010617607
450	0.0663434488	0.0010617607
451	0.0964350778	0.0010617607
452	0.1438570763	0.0012997688
453	1.2136702044	0.0624101525
454	1.2574863871	0.0762663493
455	1.0302157375	0.084673832
456	0.8659712556	0.0879380268
457	0.6167199207	0.0831399909
458	0.62606795	0.0858803803
459	0.3395677085	0.0213785862
460	0.1072066309	0.0249876554
461	0.2405478581	0.0546884247
462	0.2612522813	0.055888024
463	0.5954301255	0.0920000794
464	0.5715971045	0.0828602349
465	0.6265183198	0.0914443764
466	0.6320190023	0.0952632232
467	0.633980958	0.1006770422
468	0.3008199904	0.0172175381
469	0.1558785333	0.0108546989
470	0.3955644544	0.0731607532
471	0.6981124469	0.1050766969
472	0.6784141672	0.1018839172
473	0.6493804005	0.0949676535
474	0.6593938832	0.0897372036
475	0.5167856397	0.0800752754
476	0.0730431879	0.0139252165
477	0.2828355739	0.0556008734
478	0.3042223706	0.05529906
479	0.4545780935	0.065136428
480	0.7076406169	0.0847503013
481	0.641037788	0.0960956384
482	0.6423435224	0.0979976622
483	0.6576251268	0.1026811844
484	0.5280388284	0.0984836841
485	0.0945758581	0.0118039246
486	0.2737612179	0.0487250648
487	0.3024948855	0.0493384852
488	0.4083271908	0.0615502175
489	0.6880626301	0.1166317087
490	0.5894457417	0.1093478468
491	0.6803647323	0.113483053
492	0.7171567721	0.1156172939
493	0.64237734	0.1198065982
494	0.2985758036	0.01769971
495	0.1414602909	0.027132451
496	0.1641124365	0.0435934221
497	0.3275855535	0.0576343158
498	0.6444969563	0.0822147804
499	0.7020869337	0.0599477849
500	0.8642430378	0.0482657314
501	0.7476184262	0.0434852574
502	0.6580684288	0.0429965577
503	0.5828318156	0.0302387337
504	0.3862567979	0.0284793375
505	0.1792477751	0.0136237194
506	0.1690522821	0.0156444566
507	0.2646037487	0.0616780055
508	0.5259857817	0.0925026492
509	0.5179105545	0.0983620168
510	0.4000862066	0.0819310929
511	0.194900234	0.0224051341
512	0	0.0019762846
513	0.0038955888	0.0017690411
514	0.0061487546	0.0056119586
515	0.3754095222	0.0335764168
516	1.0823627692	0.125868889
517	0.8559225019	0.1522448425
518	0.6209771495	0.153314075
519	0.3639871238	0.1291039607
520	0.3166346173	0.1291039607
521	0.5188391904	0.1922171861
522	0.6800555617	0.2149332538
523	0.7521976128	0.1897882618
524	0.2483507969	0.0408594058
525	0.0074701603	0.0010468483
526	0.0025011946	0.0010468483
527	0.0025011946	0.0010468483
528	0.0025011946	0.0010468483
529	0.0025011946	0.0010468483
530	0.0025011946	0.0012815221
531	0.0024956116	0.0012815221
532	0.0024956116	0.0012815221
533	0.0024956116	0.0010468483
534	0.0024956116	0.0010468483
535	0.0024956116	0.0010478294
536	0	0.0010478294
537	0	0.0010478294
538	0.0024956116	0.0010478294
539	0.0024956116	0.0012839254
540	0.0024956116	0.0010478294
541	0.00305308	0.0010478294
542	0.00305308	0.0016559878
543	0.0024956116	0.0016559878
544	0.0024956116	0.0010468483
545	0.0096225045	0.0010468483
546	0.0099491345	0.0010468483
547	0.0099491345	0
548	0.0099491345	0
549	0.0099491345	0
550	0	0
551	0.0024956116	0.0010478294
552	0.0024956116	0.0010478294
553	0.0024956116	0.0061270699
554	0.0024956116	0.0070422535
555	0.0096225045	0.0069271401
556	0.0108538913	0.0073075605
557	0.0108538913	0.0072352277
558	0.0108538913	0.0030520611
559	0.0108538913	0.0019603093
560	0.0025011946	0.0019603093
561	0.0024956116	0.0012839254
562	0.0024956116	0.0012839254
563	0.0024956116	0.0012839254
564	0.0024956116	0.0012839254
565	0.0024956116	0.0010478294
566	0	0.0010478294
567	0	0
568	0	0.0010468483
569	0	0.0010468483
570	0.0222617387	0.0016559878
571	0.021751403	0.0016559878
572	0.021751403	0.0016559878
573	0.021751403	0.0012839254
574	0.0208234256	0.0012839254
575	0.0072516156	0.0010478294
576	0.007856742	0.0012839254
577	0.007856742	0.0012839254
578	0.007856742	0.0010478294
579	0.0049801069	0.0020976247
580	0.0046532816	0.0020976247
581	0.00305308	0.0020966413
582	0.0114947014	0.0020966413
583	0.0126545552	0.0020966413
584	0.0138486091	0.0010478294
585	0.0182946613	0.0012839254
586	0.0234196333	0.0012839254
587	0.0158383983	0.0012845276
588	0.0146523549	0.0012845276
589	0.0105370662	0.0012839254
590	0.0063762812	0.0012839254
591	0.0104733863	0.0012845276
592	0.0153754774	0.001963069
593	0.0154850413	0.0016598751
594	0.0148036856	0.0016598751
595	0.0080145806	0.0016598751
596	0.007798089	0.001963069
597	0.007798089	0.0012845276
598	0.007798089	0.001963069
599	0.0068520158	0.0016598751
600	0.0050462004	0.0019649132
601	0.005064528	0.0019676859
602	0.0092249093	0.0016637807
603	0.0111174432	0.0055311507
604	0.0169050172	0.0048976007
605	0.0179611724	0.0048976007
606	0.0202611194	0.0051720733
607	0.0174433936	0.0048976007
608	0.0105466474	0.0021075099
609	0.0070582804	0.0010527627
610	0.0028889767	0.0021075099
611	0	0.0021075099
612	0	0.0021065172
613	0.0086223701	0.0021065172
614	0.0115261236	0.0021065172
615	0.0132389545	0
616	0.0171802033	0.0010527627
617	0.0284122842	0.0012899731
618	0.0325347641	0.0012899731
619	0.0424988823	0.0012899731
620	0.036100918	0.0012899731
621	0.0224275011	0.0010527627
622	0.0120037307	0.0021065172
623	0.0135567297	0.0021065172
624	0.0266977782	0.0021075099
625	0.0518197322	0.0021075099
626	0.0688081549	0.002685293
627	0.0854854949	0.0019695387
628	0.1161877676	0.0021065172
629	0.1383977842	0.0019695387
630	0.1188048543	0.0456793463
631	0.2388872237	0.1202726745
632	0.2359881556	0.117228489
633	0.2124354968	0.0981954687
634	0.1510095579	0.0567690756
635	0.1442624502	0.0315490835
636	0	0.0019455253
637	0	0.0022208325
638	0	0.0022208325
639	0.0115063532	0.0149832097
640	0.0261203983	0.0423800963
641	0.7134195813	0.0794834659
642	0.6771286146	0.0905629929
643	0.5423018586	0.0770597497
644	0.3706527949	0.0454602401
645	0.0395421879	0.0036074574
646	0.0167637318	0.0016835876
647	0.0139650818	0.0016835876
648	0.0012550929	0.0016835876
649	0.0012550929	0.0010642875
650	0.001025249	0.0010642875
651	0.0012550929	0.0010642875
652	0.001254518	0.0013028605
653	0.0016180933	0.0059846926
654	0.0016180933	0.0059846926
655	0.0010229039	0.0059398376
656	0.0010229039	0.0055971548
657	0.0010229039	0.0049537605
658	0	0.0013053445
659	0.0010229039	0.001305967
660	0.0016180933	0.001305967
661	0.001913678	0.0010668263
662	0.0022883295	0.001305967
663	0.006570822	0.001305967
664	0.0103910335	0.0013053445
665	0.0465590851	0.0010653016
666	0.0539703452	0.0010653016
667	0.0553778403	0.0010653016
668	0.0585953506	0.0010653016
669	0.0620531775	0.0010653016
670	0.0515761405	0.0016835876
671	0.0149870979	0.0010642875
672	0.0091947343	0.0013028605
673	0.0120481928	0.0019910995
674	0.0171445104	0.0021275623
675	0.0185804525	0.0021275623
676	0.0177550863	0.0026069612
677	0.0148770281	0.0023809524
678	0.0115285685	0.0019910995
679	0.0119951314	0.0019910995
680	0.0116719478	0.0019910995
681	0.0113282845	0.001302241
682	0.0158141302	0.001302241
683	0.01291846	0.0021275623
684	0.0099882041	0.0019910995
685	0.0105437002	0.0016835876
686	0.020022609	0.0016835876
687	0.0271228594	0.0016835876
688	0.028180842	0.0013028605
689	0.0251431726	0.0013028605
690	0.0245422253	0.001302241
691	0.0333681456	0.0013028605
692	0.0364030984	0.001302241
693	0.0358383125	0.0019910995
694	0.0311642536	0.0021275623
695	0.0242564742	0.0019910995
696	0.026235105	0.0019910995
697	0.0261537119	0.0016835876
698	0.0302835438	0.0016835876
699	0.0400629399	0.0010653016
700	0.0532885432	0.0010653016
701	0.0980814307	0.0016835876
702	0.1901326811	0.0019929967
703	0.2242719704	0.0055971548
704	0.2393604214	0.0054449638
705	0.1910758656	0.0054449638
706	0.1159828436	0.0049537605
707	0.1848229298	0.0061747038
708	1.2704669646	0.0748689826
709	1.1933231402	0.1653339767
710	0.8895918293	0.1497592875
711	0.6680615031	0.1281120288
712	0.4640228265	0.1097816228
713	0.6357378855	0.1430810922
714	0.4522040779	0.1374681764
715	0.382309274	0.1508820709
716	0.3626306713	0.1664669527
717	0.1573018098	0.0219169433
718	0.240109388	0.0410329251
719	0.2404402467	0.0409668751
720	0.2504573525	0.0418933528
721	0.1661826552	0.0315420855
722	0.1592351556	0.0309381425
723	0.062907458	0.0109401735
724	0.0648317012	0.0109705052
725	0.0921459324	0.0225100109
726	0.1297002032	0.0217317483
727	0.1274292641	0.0228052315
728	0.1278694343	0.0228052315
729	0.1540425245	0.0213698741
730	0.1360057936	0.0103172204
731	0.1849736845	0.0114191029
732	0.1867123337	0.0120224609
733	0.2036390746	0.010384568
734	0.1852166981	0.0154261618
735	0.2209290899	0.0164706207
736	0.2027444038	0.0169534717
737	0.1985463933	0.0166722575
738	0.1654025834	0.0146334529
739	0.1506764973	0.0122625325
740	0.0620061891	0.0115378729
741	0.1383126129	0.0114577488
742	0.1452109486	0.0136010687
743	0.146300944	0.0141459594
744	0.1383467377	0.0125473979
745	0.1262872311	0.0140828042
746	0.1262872311	0.012112506
747	0.1154483868	0.0153105054
748	0.14651012	0.015834199
749	0.1791665784	0.0142946024
750	0.1768940542	0.0269504246
751	0.2527998506	0.0336029402
752	0.3447496431	0.0470556396
753	0.3387627872	0.0489754411
754	0.38442293	0.0476072556
755	0.4268287363	0.0486501211
756	0.4988617176	0.0678666878
757	0.3179569029	0.0573605477
758	0.3202535915	0.0579026209
759	0.3493593295	0.0581570968
760	0.3232945476	0.0600440163
761	0.1455334208	0.0182366033
762	0.1718371143	0.0138241013
763	0.1846830933	0.0104150535
764	0.1675154912	0.0135695556
765	0.1460916969	0.0099166569
766	0.1490528567	0.0083513276
767	0.1030899667	0.0095453663
768	0.0810248171	0.0172298354
769	0.0822746107	0.0145582107
770	0.0999159498	0.0146475037
771	0.1706988803	0.0256601924
772	0.2161628082	0.0290754695
773	0.2223926998	0.0274326394
774	0.2116945757	0.0278908643
775	0.2058908064	0.0291266365
776	0.1308061272	0.0218443544
777	0.1093501692	0.0193345359
778	0.1007062801	0.0171900069
779	0.1001790512	0.0171200329
780	0.1149479253	0.0152532998
781	0.1801580129	0.0220358501
782	0.1856068117	0.0254493409
783	0.1816836289	0.0270033339
784	0.1853626055	0.0278971052
785	0.1792918226	0.0276703415
786	0.1559043476	0.0196824319
787	0.1318155529	0.0126775142
788	0.1286381747	0.0112253207
789	0.1324069747	0.0181424928
790	0.1382561204	0.0213074437
791	0.0960828362	0.0249444618
792	0.0898113815	0.0255757008
793	0.0935140166	0.0246611988
794	0.0901133877	0.0204075847
795	0.0608556661	0.0173849226
796	0.1083749673	0.0106242917
797	0.171173179	0.0229385901
798	0.1753764791	0.0248399577
799	0.172616612	0.0258755161
800	0.1717214	0.0278744903
801	0.1694992444	0.0300519584
802	0.1080373727	0.0254121549
803	0.1065894784	0.0223285805
804	0.1450169436	0.0211320263
805	0.1409583145	0.0186166622
806	0.1395120471	0.0139534884
807	0.1514044653	0.0052761473
808	0.2188268791	0.0177523849
809	0.210110677	0.0230836482
810	0.2135556525	0.0250648547
811	0.2053170265	0.0278131919
812	0.2000648243	0.0283710733
813	0.1335250565	0.0226999442
814	0.1081049128	0.0180336913
815	0.1089759969	0.0135792314
816	0.2110746436	0.0176969998
817	0.225544576	0.0250715491
818	0.2153955319	0.0270479252
819	0.2451831208	0.0325353228
820	0.2495026488	0.0344357645
821	0.1676124446	0.029575901
822	0.1466217704	0.0272630405
823	0.1732812579	0.0232190572
824	0.1395996142	0.01688501
825	0.1180802686	0.0100900439
826	0.137590126	0.0091672541
827	0.2146778123	0.0237163698
828	0.2254884956	0.0286404766
829	0.2183868622	0.0307245796
830	0.2260078553	0.0321274578
831	0.2214674855	0.0333038773
832	0.1243992671	0.0206677612
833	0.0950732292	0.0244958303
834	0.1221419307	0.0252499107
835	0.1001099396	0.0210419403
836	0.1147893469	0.029460018
837	0.1408742314	0.029460018
838	0.1192872538	0.0250997118
839	0.1473386171	0.0327938911
840	0.1672918991	0.0319080247
841	0.1662400932	0.0348850007
842	0.1528363457	0.0295766793
843	0.1740558051	0.0299425682
844	0.1568178457	0.0277295105
845	0.1290835293	0.0226043266
846	0.1259004174	0.0157846159
847	0.1895675411	0.0249972151
848	0.1777570392	0.0296907269
849	0.1719320216	0.0287378641
850	0.1865063996	0.0325448374
851	0.1874037524	0.034449039
852	0.1316029315	0.0309133822
853	0.1127570291	0.0261798926
854	0.1423057127	0.0256826127
855	0.1453325903	0.0241231978
856	0.1271613306	0.0208006323
857	0.1331246762	0.01517237
858	0.1725733644	0.0166014631
859	0.1531363203	0.0154838658
860	0.1533474337	0.0082911466
861	0.2171100766	0.0236220754
862	0.2215981059	0.0265059464
863	0.1805570741	0.0261508125
864	0.240079848	0.0330153879
865	0.2359817961	0.0348713991
866	0.1755560354	0.027653072
867	0.2613353997	0.0353194385
868	0.271121389	0.0390629646
869	0.2263440922	0.0333092617
870	0.227691707	0.0310593115
871	0.2188135243	0.0308666258
872	0.1532875671	0.0248164277
873	0.1054194871	0.0184109374
874	0.1501536566	0.0208204812
875	0.1639300001	0.0231464203
876	0.158080267	0.0234694323
877	0.1392568821	0.0172400188
878	0.1727417182	0.0237769595
879	0.1429141176	0.0213460629
880	0.1432446611	0.019406645
881	0.1619019781	0.0192769715
882	0.1453755423	0.0174990008
883	0.1225570493	0.0084271436
884	0.1739100768	0.0098424774
885	0.1544642022	0.0091084358
886	0.145673683	0.0067666045
887	0.2189348799	0.0254981964
888	0.2179434807	0.0260085253
889	0.1866052958	0.025734316
890	0.2678365484	0.0347211177
891	0.2878628445	0.0376628378
892	0.225384927	0.0333116556
893	0.2522897496	0.0379132914
894	0.2481961161	0.0405322923
895	0.1545067262	0.0284562838
896	0.1980057642	0.0329240169
897	0.2222360414	0.0334612931
898	0.1879744355	0.0287241557
899	0.2073829899	0.0282919187
